Address,City,Zip,SoldDate,Bathrooms,Bedrooms,LivingArea,LandArea,PropPrice,InflationRate,FederalInt,MonthID
3075 Deep Canyon Dr,Beverly Hills,90210,4/29/22,4,5,3606,0.3,4400000,8.26,0.33,4
9557 Lime Orchard Rd,Beverly Hills,90210,4/29/22,6,5,4614,0.42,8757000,8.26,0.33,4
419 Robert Ln,Beverly Hills,90210,4/28/22,9,5,7311,0.99,19000000,8.26,0.33,4
1595 Lindacrest Dr,Beverly Hills,90210,4/27/22,7,5,5730,10393,4675000,8.26,0.33,4
1347 Braeridge Dr,Beverly Hills,90210,4/27/22,4,4,2773,6429,3355000,8.26,0.33,4
1012 Loma Vista Dr,Beverly Hills,90210,4/27/22,5,4,4322,0.48,12000000,8.26,0.33,4
1404 Dawnridge Dr,Beverly Hills,90210,4/27/22,7,6,8679,0.4,7200000,8.26,0.33,4
813 Cinthia St,Beverly Hills,90210,4/25/22,4,4,3863,0.58,10450000,8.26,0.33,4
9778 Oak Pass Rd,Beverly Hills,90210,4/21/22,3,3,2432,0.44,2550000,8.26,0.33,4
12094 Summit Cir,Beverly Hills,90210,4/20/22,7,6,7453,0.37,6675000,8.26,0.33,4
712 N Palm Dr,Beverly Hills,90210,4/20/22,6,7,6290,0.52,12900000,8.26,0.33,4
423 N Palm Dr APT 205,Beverly Hills,90210,4/20/22,3,3,1913,1913,1650000,8.26,0.33,4
1079 Maybrook Dr,Beverly Hills,90210,4/20/22,3,3,2646,0.35,3744000,8.26,0.33,4
9161 Hazen Dr,Beverly Hills,90210,4/20/22,6,5,4221,0.93,8890500,8.26,0.33,4
405 N Palm Dr APT 304,Beverly Hills,90210,4/19/22,3,2,1856,0.35,1480000,8.26,0.33,4
903 Hartford Way,Beverly Hills,90210,4/19/22,10,6,7638,0.57,13805000,8.26,0.33,4
9940 Liebe Dr,Beverly Hills,90210,4/19/22,3.5,5,3463,1.39,3515000,8.26,0.33,4
9330 Clifton Way UNIT 103,Beverly Hills,90210,4/18/22,3,3,2400,7515,1430000,8.26,0.33,4
420 Evelyn Pl,Beverly Hills,90210,4/18/22,7,5,5200,0.47,8100000,8.26,0.33,4
1039 Wallace Rdg,Beverly Hills,90210,4/15/22,5,3,3469,0.48,8000000,8.26,0.33,4
1131 Coldwater Canyon Dr,Beverly Hills,90210,4/11/22,6,5,3321,0.55,3750000,8.26,0.33,4
805 N Linden Dr,Beverly Hills,90210,4/8/22,5,5,6500,0.39,15075000,8.26,0.33,4
9846 Yoakum Dr,Beverly Hills,90210,4/8/22,3,3,1327,0.28,1480000,8.26,0.33,4
320 N Maple Dr UNIT 501,Beverly Hills,90210,4/7/22,3,2,2044,0.86,1745000,8.26,0.33,4
423 N Palm Dr APT 302,Beverly Hills,90210,4/7/22,4,3,2615,0.66,1900000,8.26,0.33,4
2249 Benedict Canyon Dr,Beverly Hills,90210,4/6/22,2,2,1480,0.45,2026000,8.26,0.33,4
1664 Benedict Canyon Dr,Beverly Hills,90210,4/5/22,3,4,2862,8246,2527500,8.26,0.33,4
2790 Hutton Dr,Beverly Hills,90210,4/5/22,3,4,2350,0.53,3375000,8.26,0.33,4
10212 Cielo Dr,Beverly Hills,90210,4/1/22,2.5,3,2552,0.25,3595000,8.26,0.33,4
67 Beverly Park Ct,Beverly Hills,90210,4/1/22,25,13,28660,9.87,51000000,8.26,0.33,4
9823 Wanda Park Dr,Beverly Hills,90210,3/31/22,3,2,2770,10724.47,3215000,8.54,0.2,3
1181 Laurel Way,Beverly Hills,90210,3/31/22,8,7,9085,1.16,13923000,8.54,0.2,3
339 N Palm Dr APT 504,Beverly Hills,90210,3/30/22,3,2,2762,0.54,2096500,8.54,0.2,3
613 N Crescent Dr,Beverly Hills,90210,3/29/22,5,5,4086,0.51,11526000,8.54,0.2,3
2578 Hutton Dr,Beverly Hills,90210,3/29/22,7,6,6300,0.47,6400000,8.54,0.2,3
9770 San Cir,Beverly Hills,90210,3/25/22,5,3,3621,0.36,4900000,8.54,0.2,3
12471 Mulholland Dr,Beverly Hills,90210,3/23/22,6,5,5214,0.4,5710000,8.54,0.2,3
2533 Benedict Canyon Dr,Beverly Hills,90210,3/22/22,3,3,2167,0.59,2380000,8.54,0.2,3
9762 Wendover Dr,Beverly Hills,90210,3/22/22,4,5,4305,0.46,3350000,8.54,0.2,3
13170 Mulholland Dr,Beverly Hills,90210,3/21/22,2,3,2300,0.77,2798000,8.54,0.2,3
2048 N Beverly Dr,Beverly Hills,90210,3/21/22,4.5,4,3523,9012,3515000,8.54,0.2,3
2315 Coldwater Canyon Dr,Beverly Hills,90210,3/18/22,2,3,2145,0.28,1950000,8.54,0.2,3
622 Walden Dr,Beverly Hills,90210,3/17/22,7,5,8918,0.3,3375000,8.54,0.2,3
1116 Calle Vista Dr,Beverly Hills,90210,3/17/22,3,3,3038,0.51,9500000,8.54,0.2,3
1118 Calle Vista Dr,Beverly Hills,90210,3/17/22,8,5,7500,0.98,22500000,8.54,0.2,3
49 Beverly Park Cir,Beverly Hills,90210,3/17/22,21,11,31335,2.19,70000000,8.54,0.2,3
12644 Mulholland Dr,Beverly Hills,90210,3/16/22,3,3,3324,10471,3921000,8.54,0.2,3
605 N Alta Dr,Beverly Hills,90210,3/15/22,6,5,4565,0.27,8060000,8.54,0.2,3
710 N Bedford Dr,Beverly Hills,90210,3/15/22,5,5,4936,0.32,8400000,8.54,0.2,3
9904 Kip Dr,Beverly Hills,90210,3/15/22,22,10,24757,19.82,75000000,8.54,0.2,3
1296 Monte Cielo Dr,Beverly Hills,90210,3/11/22,11,7,11667,0.83,16083000,8.54,0.2,3
457 N Doheny Dr APT 303,Beverly Hills,90210,3/10/22,3,2,1907,0.32,1200000,8.54,0.2,3
2286 Gloaming Way,Beverly Hills,90210,3/10/22,3.5,4,2512,0.61,3460500,8.54,0.2,3
527 N Camden Dr,Beverly Hills,90210,3/9/22,5,5,4290,0.3,8800000,8.54,0.2,3
9929 Anthony Pl,Beverly Hills,90210,3/9/22,4,4,3328,0.35,3280000,8.54,0.2,3
248 N Rexford Dr,Beverly Hills,90210,3/8/22,2,3,2147,8241,4325000,8.54,0.2,3
9309 Lloydcrest Dr,Beverly Hills,90210,3/8/22,4,4,3442,5161,2300000,8.54,0.2,3
1605 Carla Rdg,Beverly Hills,90210,3/7/22,5,5,4085,0.59,7930000,8.54,0.2,3
1353 Schuyler Rd,Beverly Hills,90210,3/3/22,2,3,1878,7901,3245000,8.54,0.2,3
9135 Hazen Dr,Beverly Hills,90210,3/3/22,10,7,10000,1.06,14150000,8.54,0.2,3
521 Chalette Dr,Beverly Hills,90210,3/2/22,4.5,4,5638,0.46,13000000,8.54,0.2,3
617 N Camden Dr,Beverly Hills,90210,3/1/22,8,7,11872,0.31,15452794,8.54,0.2,3
1366 San Ysidro Dr,Beverly Hills,90210,3/1/22,4,4,2836,6751,4280000,8.54,0.2,3
2472 Benedict Canyon Dr,Beverly Hills,90210,3/1/22,4,4,2283,7967,3195000,8.54,0.2,3
7 Beverly Ridge Ter,Beverly Hills,90210,3/1/22,8,6,13494,1.99,17380000,8.54,0.2,3
623 Walden Dr,Beverly Hills,90210,2/28/22,8,6,6581,0.3,12200000,7.87,0.08,2
432 N Oakhurst Dr #407,Beverly Hills,90210,2/28/22,4,3,2916,0.71,3495000,7.87,0.08,2
708 N Hillcrest Rd,Beverly Hills,90210,2/25/22,8,9,11720,0.54,21036000,7.87,0.08,2
707 N Crescent Dr,Beverly Hills,90210,2/25/22,4,4,2811,0.43,11026000,7.87,0.08,2
30 Beverly Park Ter,Beverly Hills,90210,2/24/22,12,8,18587,3.47,58000000,7.87,0.08,2
9714 Oak Pass Rd,Beverly Hills,90210,2/23/22,4.5,5,4900,0.58,4300000,7.87,0.08,2
910 N Rexford Dr,Beverly Hills,90210,2/22/22,10,8,12589,0.56,16455000,7.87,0.08,2
2279 Coldwater Canyon Dr,Beverly Hills,90210,2/22/22,3,4,2551,0.27,2150000,7.87,0.08,2
12097 Summit Cir,Beverly Hills,90210,2/18/22,7,6,5000,0.49,6600000,7.87,0.08,2
9249 Burton Way UNIT 206,Beverly Hills,90210,2/18/22,3,2,1588,0.48,1399000,7.87,0.08,2
710 Walden Dr,Beverly Hills,90210,2/18/22,7,5,5422,0.33,12187500,7.87,0.08,2
920 N Foothill Rd,Beverly Hills,90210,2/18/22,8,6,7808,0.81,19000000,7.87,0.08,2
1555 N Beverly Dr,Beverly Hills,90210,2/18/22,2,3,1619,7501,2347000,7.87,0.08,2
72 Beverly Park,Beverly Hills,90210,2/18/22,18,11,20000,6.79,24500000,7.87,0.08,2
625 N Sierra Dr,Beverly Hills,90210,2/17/22,5,5,4230,0.33,10100000,7.87,0.08,2
2576 Bowmont Dr,Beverly Hills,90210,2/17/22,8,7,7344,1.38,11800000,7.87,0.08,2
1502 San Ysidro Dr,Beverly Hills,90210,2/15/22,10,6,6794,2.5,11000000,7.87,0.08,2
447 N Doheny Dr APT 201,Beverly Hills,90210,2/14/22,3,2,1999,0.48,1784000,7.87,0.08,2
325 N Oakhurst Dr APT 202,Beverly Hills,90210,2/11/22,3,2,2152,0.59,1599000,7.87,0.08,2
518 N Linden Dr,Beverly Hills,90210,2/10/22,7,6,5975,0.27,11000000,7.87,0.08,2
1253 Coldwater Canyon Dr,Beverly Hills,90210,2/10/22,7,6,5553,0.39,6586000,7.87,0.08,2
9548 Gloaming Dr,Beverly Hills,90210,2/10/22,4,3,2273,0.43,2508000,7.87,0.08,2
430 N Oakhurst Dr UNIT 202,Beverly Hills,90210,2/10/22,3,3,2052,0.7,2100000,7.87,0.08,2
1143 Maybrook Dr,Beverly Hills,90210,2/9/22,6,5,3925,0.4,5188000,7.87,0.08,2
1745 San Ysidro Dr,Beverly Hills,90210,2/8/22,3,4,2311,0.31,5675000,7.87,0.08,2
1120 Wallace Rdg,Beverly Hills,90210,2/8/22,7,4,6426,0.71,19500000,7.87,0.08,2
1352 Braeridge Dr,Beverly Hills,90210,2/7/22,4,4,3584,7880,3001000,7.87,0.08,2
1015 N Beverly Dr,Beverly Hills,90210,2/3/22,7,7,7000,1.1,14750000,7.87,0.08,2
711 N Bedford Dr,Beverly Hills,90210,2/2/22,4,4,4738,0.33,9350000,7.87,0.08,2
3110 Benedict Canyon Dr,Beverly Hills,90210,2/2/22,7,5,4874,1.41,4921000,7.87,0.08,2
1041 N Hillcrest Rd,Beverly Hills,90210,1/31/22,6,5,6293,0.47,12400000,7.48,0.08,1
2535 Hutton Dr,Beverly Hills,90210,1/28/22,5,4,3234,0.66,3000000,7.48,0.08,1
3115 Deep Canyon Dr,Beverly Hills,90210,1/28/22,5,5,4035,0.36,3600000,7.48,0.08,1
630 Cole Pl,Beverly Hills,90210,1/28/22,5,4,4446,0.46,7495000,7.48,0.08,1
450 N Maple Dr APT 401,Beverly Hills,90210,1/26/22,4,4,3968,0.34,2155000,7.48,0.08,1
618 N Elm Dr,Beverly Hills,90210,1/24/22,4,4,3243,0.34,8500000,7.48,0.08,1
1535 Carla Rdg,Beverly Hills,90210,1/24/22,5,5,6962,0.46,14900000,7.48,0.08,1
1376 N Beverly Dr,Beverly Hills,90210,1/21/22,3.5,4,3022,0.26,3050000,7.48,0.08,1
1261 Tower Grove Dr,Beverly Hills,90210,1/21/22,6,4,6158,0.93,14050000,7.48,0.08,1
10060 Westwanda Dr,Beverly Hills,90210,1/21/22,2.5,3,2074,0.28,2355000,7.48,0.08,1
10079 Westwanda Dr,Beverly Hills,90210,1/20/22,2,2,1577,2475,1250000,7.48,0.08,1
321 N Oakhurst Dr APT 506,Beverly Hills,90210,1/14/22,2,1,1565,0.52,799000,7.48,0.08,1
910 N Roxbury Dr,Beverly Hills,90210,1/14/22,6,6,7391,0.55,15800000,7.48,0.08,1
1558 Tower Grove Dr,Beverly Hills,90210,1/14/22,4,3,6000,0.42,6350000,7.48,0.08,1
9588 Lime Orchard Rd,Beverly Hills,90210,1/14/22,6,5,7351,0.53,10350000,7.48,0.08,1
460 N Palm Dr UNIT 505,Beverly Hills,90210,1/14/22,4,4,3420,0.6,5056000,7.48,0.08,1
616 N Arden Dr,Beverly Hills,90210,1/12/22,5,5,7188,0.29,11126000,7.48,0.08,1
10 Beverly Park,Beverly Hills,90210,1/12/22,10,7,13500,2.03,23000000,7.48,0.08,1
2016 Coldwater Canyon Dr,Beverly Hills,90210,1/12/22,3,3,2232,0.28,2199000,7.48,0.08,1
9402 Beverly Crest Dr,Beverly Hills,90210,1/12/22,5,5,24370,3.24,45000000,7.48,0.08,1
3316 Clerendon Rd,Beverly Hills,90210,1/11/22,10,7,11100,0.76,12165000,7.48,0.08,1
3201 Coldwater Canyon Ln,Beverly Hills,90210,1/10/22,4,4,6300,1.98,7000000,7.48,0.08,1
9620 Highridge Dr,Beverly Hills,90210,1/9/22,4,4,3600,0.31,31000,7.48,0.08,1
12068 Crest Ct,Beverly Hills,90210,1/6/22,8,5,6080,0.42,6140000,7.48,0.08,1
1840 San Ysidro Dr,Beverly Hills,90210,1/6/22,3,3,2546,0.33,2212500,7.48,0.08,1
608 N Alta Dr,Beverly Hills,90210,1/5/22,1,1,700,0.28,6500000,7.48,0.08,1
805 N Rexford Dr,Beverly Hills,90210,1/5/22,6,4,4648,0.36,9015000,7.48,0.08,1
1572 Tower Grove Dr,Beverly Hills,90210,1/5/22,4,4,3150,0.33,11000,7.48,0.08,1
10003 Westwanda Dr,Beverly Hills,90210,1/5/22,2,3,1254,0.55,1805000,7.48,0.08,1
1790 Carla Rdg,Beverly Hills,90210,1/5/22,8,4,6472,0.43,13750000,7.48,0.08,1
2221 N Bowmont Dr,Beverly Hills,90210,1/4/22,3,3,1983,7056,2455000,7.48,0.08,1
1013 N Beverly Dr,Beverly Hills,90210,1/3/22,8,7,6365,0.9,12250000,7.48,0.08,1
1087 Marilyn Dr,Beverly Hills,90210,1/3/22,10,7,10570,0.52,22500000,7.48,0.08,1
1410 Davies Dr,Beverly Hills,90210,12/30/21,6,5,6000,3.48,78000,7.04,0.08,12
1059 Angelo Dr,Los Angeles,90210,12/30/21,5,4,3708,10275,5150000,7.04,0.08,12
439 N Doheny Dr UNIT 305,Beverly Hills,90210,12/29/21,2,1,972,0.48,755000,7.04,0.08,12
1027 Cove Way,Beverly Hills,90210,12/27/21,6,4,4251,0.46,11205500,7.04,0.08,12
9771 Donington Pl,Beverly Hills,90210,12/27/21,5,5,4759,1.12,6250000,7.04,0.08,12
1600 Summitridge Dr,Beverly Hills,90210,12/22/21,6,5,6254,0.37,7725000,7.04,0.08,12
1634 Benedict Canyon Dr,Beverly Hills,90210,12/22/21,5,5,4302,0.38,23500,7.04,0.08,12
516 N Rexford Dr,Beverly Hills,90210,12/20/21,7,6,6246,0.28,10750000,7.04,0.08,12
1380 Summitridge Pl,Beverly Hills,90210,12/17/21,5,4,4800,8171,4775000,7.04,0.08,12
1426 Harridge Dr,Beverly Hills,90210,12/17/21,6.5,5,7320,0.59,7388000,7.04,0.08,12
2268 Betty Ln,Beverly Hills,90210,12/17/21,3,4,2566,0.34,2815000,7.04,0.08,12
13331 Mulholland Dr,Beverly Hills,90210,12/17/21,6,6,6843,1.22,9950000,7.04,0.08,12
460 N Palm Dr #304,Beverly Hills,90210,12/17/21,4,3,2510,0.6,3510000,7.04,0.08,12
613 N Elm Dr,Beverly Hills,90210,12/15/21,6,5,6462,0.29,10330000,7.04,0.08,12
12024 Summit Cir,Beverly Hills,90210,12/14/21,4,4,2917,0.43,3400000,7.04,0.08,12
2314 San Ysidro Dr,Beverly Hills,90210,12/13/21,4,4,3390,0.26,3300000,7.04,0.08,12
2870 Deep Canyon Dr,Beverly Hills,90210,12/10/21,4,4,3524,0.36,2599000,7.04,0.08,12
106 N Oakhurst Dr,Beverly Hills,90210,12/9/21,5,5,4685,7501,4613000,7.04,0.08,12
1311 Braeridge Dr,Beverly Hills,90210,12/9/21,3,3,1960,8511,2000000,7.04,0.08,12
411 N Oakhurst Dr UNIT 205,Beverly Hills,90210,12/9/21,3,2,1594,0.71,1150000,7.04,0.08,12
2325 San Ysidro Dr,Beverly Hills,90210,12/8/21,3,4,2597,0.31,3300000,7.04,0.08,12
901 N Whittier Dr,Beverly Hills,90210,12/7/21,5,5,5880,1.16,14950000,7.04,0.08,12
1707 Tropical Ave,Beverly Hills,90210,12/6/21,6,4,4716,0.42,6400000,7.04,0.08,12
1436 Benedict Canyon Dr,Beverly Hills,90210,12/6/21,2,2,1542,1.68,9600000,7.04,0.08,12
1351 Tower Grove Dr,Beverly Hills,90210,12/6/21,5.5,5,5461,0.36,25000,7.04,0.08,12
410 Evelyn Pl,Beverly Hills,90210,12/6/21,7,6,6060,0.56,8300000,7.04,0.08,12
615 N Oakhurst Dr,Beverly Hills,90210,12/3/21,6,5,5000,0.27,9900000,7.04,0.08,12
615 N Linden Dr,Beverly Hills,90210,12/3/21,5,5,4520,0.27,8950000,7.04,0.08,12
425 N Maple Dr,Beverly Hills,90210,12/3/21,4,3,1987,0.8,2975000,7.04,0.08,12
318 N Maple Dr UNIT 306,Beverly Hills,90210,12/2/21,3,2,1989,0.86,1746000,7.04,0.08,12
623 N Rexford Dr,Beverly Hills,90210,12/2/21,2,3,1814,0.32,7000000,7.04,0.08,12
314 N Oakhurst Dr,Beverly Hills,90210,12/1/21,2,3,1389,7501,3168000,7.04,0.08,12
162 N Rexford Dr,Beverly Hills,90210,12/1/21,3,2,1470,7392,3300000,7.04,0.08,12
9476 Readcrest Dr,Beverly Hills,90210,12/1/21,5,5,4221,0.29,5422500,7.04,0.08,12
1515 N Beverly Dr,Beverly Hills,90210,12/1/21,4,3,2462,7492,2935000,7.04,0.08,12
1000 Ridgedale Dr,Beverly Hills,90210,11/30/21,11,6,13000,1.2,21500000,6.81,0.08,11
2054 San Ysidro Dr,Beverly Hills,90210,11/30/21,7,7,5100,0.37,4275000,6.81,0.08,11
1505 Carla Rdg,Beverly Hills,90210,11/24/21,5,4,5010,0.5,12600000,6.81,0.08,11
12835 Mulholland Dr,Beverly Hills,90210,11/23/21,8,7,7334,1.38,13950000,6.81,0.08,11
2600 Hutton Dr,Beverly Hills,90210,11/23/21,6,5,6574,0.73,9460000,6.81,0.08,11
1400 Braeridge Dr,Beverly Hills,90210,11/22/21,2,3,1949,8018,1600000,6.81,0.08,11
14031 Aubrey Rd,Beverly Hills,90210,11/19/21,8,5,8775,0.51,12500000,6.81,0.08,11
1433 Summitridge Dr,Beverly Hills,90210,11/19/21,4,4,3217,6878,3050000,6.81,0.08,11
411 N Oakhurst Dr UNIT 411,Beverly Hills,90210,11/19/21,3,2,1694,0.71,1150000,6.81,0.08,11
1450 N Bella Dr,Beverly Hills,90210,11/19/21,4,3,2856,5.4,5450000,6.81,0.08,11
12001 Crest Ct,Beverly Hills,90210,11/18/21,6,5,5292,0.36,4950000,6.81,0.08,11
9454 Lloydcrest Dr,Beverly Hills,90210,11/17/21,6,4,4925,0.3,6375000,6.81,0.08,11
433 N Doheny Dr UNIT 105,Beverly Hills,90210,11/17/21,3,2,1908,0.5,1500000,6.81,0.08,11
2017 Benedict Canyon Dr,Beverly Hills,90210,11/15/21,4,4,2890,9191,2990000,6.81,0.08,11
1640 Loma Vista Dr,Beverly Hills,90210,11/15/21,6,4,4200,0.72,9400000,6.81,0.08,11
1561 Clear View Dr,Beverly Hills,90210,11/12/21,4.5,4,2850,9792,3200000,6.81,0.08,11
1111 Shadow Hill Way,Beverly Hills,90210,11/10/21,5,4,4832,0.61,7325000,6.81,0.08,11
70 Beverly Park,Beverly Hills,90210,11/10/21,14,7,14061,3.63,21500000,6.81,0.08,11
632 N Alpine Dr,Beverly Hills,90210,11/9/21,6,5,5787,0.39,7200000,6.81,0.08,11
321 N Oakhurst Dr APT 701,Beverly Hills,90210,11/9/21,2,1,1564,0.52,975000,6.81,0.08,11
976 N Alpine Dr,Beverly Hills,90210,11/9/21,5,5,5452,0.48,16050000,6.81,0.08,11
406 N Oakhurst Dr UNIT 303,Beverly Hills,90210,11/8/21,2,2,1294,0.35,998000,6.81,0.08,11
2289 Betty Ln,Beverly Hills,90210,11/8/21,3,3,2943,0.5,2672000,6.81,0.08,11
1079 Marilyn Dr,Beverly Hills,90210,11/5/21,3,3,2971,0.45,4900000,6.81,0.08,11
10075 Stowell Ln,Beverly Hills,90210,11/5/21,4,4,2751,4.48,2369300,6.81,0.08,11
1398 N Davies Dr,Beverly Hills,90210,11/5/21,7,5,6274,5409,3600000,6.81,0.08,11
202 N Crescent Dr UNIT 2,Beverly Hills,90210,11/3/21,3.5,4,2400,7509,11500,6.81,0.08,11
711 N Linden Dr,Beverly Hills,90210,11/3/21,8,5,6200,0.36,12150000,6.81,0.08,11
342 N Palm Dr,Beverly Hills,90210,11/2/21,3,2,1550,7860,1075000,6.81,0.08,11
609 N Bedford Dr,Beverly Hills,90210,11/2/21,3,3,2281,0.29,7600000,6.81,0.08,11
1573 Benedict Canyon Dr,Beverly Hills,90210,11/2/21,2,3,1431,8999,1445000,6.81,0.08,11
1054 Angelo Dr,Beverly Hills,90210,11/2/21,4,3,3088,0.42,16500000,6.81,0.08,11
450 N Oakhurst Dr APT 103,Beverly Hills,90210,11/1/21,2,2,1887,832,1300000,6.81,0.08,11
450 N Oakhurst Dr APT 101,Beverly Hills,90210,11/1/21,2,2,1789,0.34,1300000,6.81,0.08,11
516 N Maple Dr,Beverly Hills,90210,10/29/21,5,6,5150,0.27,8200000,6.22,0.08,10
508 N Alpine Dr,Beverly Hills,90210,10/29/21,9,7,9300,0.27,14875000,6.22,0.08,10
425 N Maple Dr UNIT 205,Beverly Hills,90210,10/29/21,4,3,1987,0.8,1900000,6.22,0.08,10
968 N Alpine Dr,Beverly Hills,90210,10/29/21,6,5,4848,0.47,13500000,6.22,0.08,10
433 N Doheny Dr UNIT 104,Beverly Hills,90210,10/29/21,3,2,1961,0.5,1515000,6.22,0.08,10
2680 Bowmont Dr,Beverly Hills,90210,10/29/21,8,6,9400,0.97,6191250,6.22,0.08,10
439 N Doheny Dr UNIT 205,Beverly Hills,90210,10/28/21,2,1,972,0.48,865000,6.22,0.08,10
2341 Gloaming Way,Beverly Hills,90210,10/28/21,5,4,7741,0.51,10500000,6.22,0.08,10
514 Chalette Dr,Beverly Hills,90210,10/27/21,11,6,12456,0.49,28000000,6.22,0.08,10
516 N Beverly Dr,Beverly Hills,90210,10/25/21,7,6,5969,0.37,6900000,6.22,0.08,10
1905 N Beverly Dr,Beverly Hills,90210,10/22/21,3,3,2634,8576,2100000,6.22,0.08,10
2253 Coldwater Canyon Dr,Beverly Hills,90210,10/21/21,3,3,2674,0.27,1750000,6.22,0.08,10
1705 Loma Vista Dr,Beverly Hills,90210,10/21/21,6,4,4589,0.56,6026000,6.22,0.08,10
365 Trousdale Pl,Beverly Hills,90210,10/21/21,7,5,5749,0.49,8859000,6.22,0.08,10
813 N Alpine Dr,Beverly Hills,90210,10/19/21,10,6,11000,0.51,19150000,6.22,0.08,10
2801 Coldwater Canyon Dr,Beverly Hills,90210,10/18/21,4,4,2664,0.41,2650000,6.22,0.08,10
9573 Lania Ln,Beverly Hills,90210,10/18/21,8,7,5674,0.32,7043017,6.22,0.08,10
447 N Doheny Dr APT 104,Beverly Hills,90210,10/18/21,2.5,2,1996,0.48,1400000,6.22,0.08,10
447 N Doheny Dr APT 205,Beverly Hills,90210,10/18/21,3,2,1999,0.48,1400000,6.22,0.08,10
513 N Sierra Dr,Beverly Hills,90210,10/14/21,4,5,3147,10804,6200000,6.22,0.08,10
1108 Tower Rd,Beverly Hills,90210,10/14/21,9,6,12434,0.88,24200000,6.22,0.08,10
522 Doheny Rd,Beverly Hills,90210,10/12/21,6,4,7529,1.32,22000000,6.22,0.08,10
337 N Oakhurst Dr,Beverly Hills,90210,10/12/21,8,12,8209,7727,5639000,6.22,0.08,10
318 N Maple Dr #21,Beverly Hills,90210,10/8/21,3.5,2,2006,0.86,1660000,6.22,0.08,10
318 N Maple Dr UNIT 508,Beverly Hills,90210,10/8/21,3,2,2006,0.86,1660000,6.22,0.08,10
2501 Bowmont Dr,Beverly Hills,90210,10/8/21,7,4,4344,8184,3375000,6.22,0.08,10
9135 W 3rd St,Beverly Hills,90210,10/8/21,2,3,101,2277,1400000,6.22,0.08,10
1658 San Ysidro Dr,Beverly Hills,90210,10/7/21,7,6,4513,0.36,5355000,6.22,0.08,10
10120 Cielo Dr,Beverly Hills,90210,10/7/21,3,4,2072,0.41,2705000,6.22,0.08,10
9779 Donington Pl,Beverly Hills,90210,10/7/21,5,7,4935,1.58,4235000,6.22,0.08,10
621 Trenton Dr,Beverly Hills,90210,10/6/21,7,5,4173,10044,7600000,6.22,0.08,10
1495 Benedict Canyon Dr,Beverly Hills,90210,10/6/21,2,3,1476,4342,1725000,6.22,0.08,10
1011 N Beverly Dr,Beverly Hills,90210,10/5/21,15,9,29000,3.53,63100000,6.22,0.08,10
12020 Talus Pl,Beverly Hills,90210,10/4/21,5,4,4060,0.35,5750000,6.22,0.08,10
1160 San Ysidro Dr,Beverly Hills,90210,10/4/21,9,6,9000,0.65,19000000,6.22,0.08,10
535 Chalette Dr,Beverly Hills,90210,10/4/21,6.5,5,7575,0.46,15000000,6.22,0.08,10
1114 Coldwater Canyon Dr,Beverly Hills,90210,10/1/21,4,5,4193,0.33,4150000,6.22,0.08,10
1856 Loma Vista Dr,Beverly Hills,90210,10/1/21,5,5,5009,0.61,6000000,6.22,0.08,10
310 N Crescent Dr APT 105,Beverly Hills,90210,10/1/21,1,1,422,0.35,325000,6.22,0.08,10
321 N Oakhurst Dr APT 302,Beverly Hills,90210,9/30/21,2.5,4,2125,0.52,1280000,5.39,0.08,9
324 N Palm Dr UNIT 204,Beverly Hills,90210,9/30/21,2,2,1766,0.58,1150000,5.39,0.08,9
324 N Palm Dr UNIT 26,Beverly Hills,90210,9/30/21,2,2,1800,0.58,1150000,5.39,0.08,9
441 N Oakhurst Dr APT 404,Beverly Hills,90210,9/30/21,2,3,1822,0.52,1450000,5.39,0.08,9
1700 Carla Rdg,Beverly Hills,90210,9/30/21,5,4,4200,0.5,6350000,5.39,0.08,9
443 N Palm Dr APT 402,Beverly Hills,90210,9/30/21,4,3,2645,0.34,2800000,5.39,0.08,9
1113 Tower Rd,Beverly Hills,90210,9/29/21,7,6,7280,0.54,11497500,5.39,0.08,9
61 Beverly Park Ln,Beverly Hills,90210,9/29/21,13,10,22408,2.01,3540000,5.39,0.08,9
1244 Benedict Canyon Dr,Beverly Hills,90210,9/28/21,4,3,3281,0.35,4300500,5.39,0.08,9
203 N Rexford Dr,Beverly Hills,90210,9/27/21,3,4,2300,7562,3300000,5.39,0.08,9
713 N Hillcrest Rd,Beverly Hills,90210,9/24/21,5.5,4,5514,0.64,23000000,5.39,0.08,9
527 N Palm Dr,Beverly Hills,90210,9/24/21,10,6,11438,0.31,17400000,5.39,0.08,9
9230 SW 134th Pl,Miami,33186,2/15/24,2,4,2000,8000,780000,3.1,5.33,2
13744 SW 124 Avenue Rd,Miami,33186,2/15/24,4,3,2706,5595,685000,3.1,5.33,2
13341 SW 101st St,Miami,33186,2/14/24,2,3,1695,8362,719000,3.1,5.33,2
10430 SW 143rd Ave,Miami,33186,2/14/24,2,4,1919,8000,684090,3.1,5.33,2
10755 SW 129th Ct,Miami,33186,2/14/24,3,5,2554,0.38,825000,3.1,5.33,2
12511 SW 104th Ter,Miami,33186,2/12/24,3,4,1777,9750,750000,3.1,5.33,2
10500 SW 141st Ave,Miami,33186,2/9/24,2,4,2501,7500,660000,3.1,5.33,2
15109 SW 128th Pl,Miami,33186,2/6/24,2,3,1294,4050,475000,3.1,5.33,2
11111 SW 128th Ave,Miami,33186,1/30/24,2,4,2016,7500,730000,3.09,5.33,1
