Address,City,Zip,SoldDate,Bathrooms,Bedrooms,LivingArea,LandArea,PropPrice,InflationRate,FederalInt,MonthID
11844 SW 125th Pl,Miami,33186,4/14/23,2,3,1225,2713,425500,4.93,4.83,4
13065 SW 142nd Ter,Miami,33186,4/14/23,2,3,1454,6455,538000,4.93,4.83,4
12303 SW 111th Ln,Miami,33186,4/13/23,1,2,1015,5336,385000,4.93,4.83,4
14005 SW 130th Ave,Miami,33186,4/7/23,3,5,2622,9828,950000,4.93,4.83,4
13370 SW 89th Ter,Miami,33186,4/5/23,3,3,1908,2199,399000,4.93,4.83,4
10825 SW 145th Pl,Miami,33186,4/5/23,2,4,2145,6495,600000,4.93,4.83,4
12505 SW 110 S Canal St,Miami,33186,4/5/23,2,3,1266,2178,415000,4.93,4.83,4
13221 SW 142nd Ter,Miami,33186,4/5/23,2.5,3,1547,2500,435000,4.93,4.83,4
13524 SW 108th Street Cir N,Miami,33186,4/4/23,2,3,1666,5520,570000,4.93,4.83,4
10904 SW 134th Pl,Miami,33186,4/4/23,2,3,1173,3807,499900,4.93,4.83,4
11764 SW 92nd Ln,Miami,33186,4/3/23,3,3,1154,4025,505000,4.93,4.83,4
9712 SW 145th Pl,Miami,33186,4/3/23,3,4,1517,4750,610000,4.93,4.83,4
12948 SW 108th St,Miami,33186,3/31/23,2,3,1505,4779,478000,4.98,4.65,3
12321 SW 109th Ter,Miami,33186,3/31/23,2,3,1323,8800,599000,4.98,4.65,3
14112 SW 145th Pl,Miami,33186,3/31/23,2,4,1714,4500,530000,4.98,4.65,3
14530 SW 98th Ter,Miami,33186,3/30/23,2,3,1517,4800,505000,4.98,4.65,3
10461 SW 122nd Ct,Miami,33186,3/30/23,2,3,1296,9375,635000,4.98,4.65,3
13391 SW 91st Ter APT H,Miami,33186,3/28/23,2,2,1446,2734,400000,4.98,4.65,3
10155 SW 139th Pl,Miami,33186,3/28/23,3,4,1411,5207,515000,4.98,4.65,3
10824 SW 146th Pl,Miami,33186,3/27/23,2,4,1566,4026,549900,4.98,4.65,3
12214 SW 118th Ln,Miami,33186,3/27/23,2,2,1104,3724,395000,4.98,4.65,3
11771 SW 94th St,Miami,33186,3/24/23,2,4,1663,5079,600000,4.98,4.65,3
9200 SW 134th Pl,Miami,33186,3/24/23,2,3,1738,7500,600000,4.98,4.65,3
14213 SW 97th Ter,Miami,33186,3/23/23,3,3,1834,2582,408000,4.98,4.65,3
11026 SW 133rd Pl,Miami,33186,3/23/23,2,2,1117,2248,357000,4.98,4.65,3
14417 SW 142nd Ct,Miami,33186,3/23/23,3,3,1595,2660,455000,4.98,4.65,3
14049 SW 103rd Ter,Miami,33186,3/22/23,3,3,1173,6836,560000,4.98,4.65,3
14546 SW 113th Ln,Miami,33186,3/22/23,3,4,1506,4885,525000,4.98,4.65,3
14416 SW 142nd Ct,Miami,33186,3/20/23,2,2,1285,2661,380000,4.98,4.65,3
10014 SW 141st Ct,Miami,33186,3/17/23,2,4,1799,5520,555000,4.98,4.65,3
14886 SW 132nd Ave,Miami,33186,3/17/23,2,4,2459,6867,855000,4.98,4.65,3
11041 SW 139th Ave,Miami,33186,3/17/23,2,4,2051,8295,685000,4.98,4.65,3
13306 SW 136th Ter,Miami,33186,3/16/23,3,3,2698,7005,920000,4.98,4.65,3
13981 SW 109th St,Miami,33186,3/15/23,2,3,1722,7500,620000,4.98,4.65,3
14445 SW 108th St,Miami,33186,3/15/23,2,3,1737,6177,600000,4.98,4.65,3
14350 SW 135th Ct,Miami,33186,3/15/23,3,3,1340,2252,377000,4.98,4.65,3
9910 E Calusa Club Dr,Miami,33186,3/14/23,4,5,2803,0.38,930000,4.98,4.65,3
14732 SW 123rd Ave,Miami,33186,3/13/23,2,4,1862,6370,565000,4.98,4.65,3
9402 SW 140th Ct #9402,Miami,33186,3/11/23,2,2,1224,435,2400,4.98,4.65,3
14211 SW 96th Ter,Miami,33186,3/10/23,3,3,2000,2617,480000,4.98,4.65,3
12433 SW 104th Ln,Miami,33186,3/10/23,2,4,1700,7501,645000,4.98,4.65,3
13636 SW 115th Ln,Miami,33186,3/8/23,2,3,1524,5302,475000,4.98,4.65,3
15108 SW 128th Pl,Miami,33186,3/8/23,2,3,1311,5198,444000,4.98,4.65,3
13753 Sw 124th Avenue Rd,Miami,33186,3/8/23,3,4,2185,9176,645000,4.98,4.65,3
11810 SW 92nd Ter,Miami,33186,3/7/23,2,3,1491,2448,440000,4.98,4.65,3
11818 SW 123rd Ave,Miami,33186,3/6/23,2,3,1271,2240,385000,4.98,4.65,3
11756 SW 133rd Pl,Miami,33186,3/3/23,2,3,1505,4261,520000,4.98,4.65,3
12361 SW 122nd St,Miami,33186,3/3/23,2,3,2003,1942,477500,4.98,4.65,3
13648 SW 119th Ave,Miami,33186,3/2/23,3,4,2550,5122,605000,4.98,4.65,3
10932 SW 135th Pl,Miami,33186,3/1/23,3,5,2513,0.31,660000,4.98,4.65,3
11350 SW 132nd Ct,Miami,33186,3/1/23,2,2,1320,1115,439000,4.98,4.65,3
14100 SW 108th St,Miami,33186,2/28/23,2,3,2029,7500,617000,6.04,4.57,2
10540 SW 142nd Ave,Miami,33186,2/28/23,2,3,1722,9124,600000,6.04,4.57,2
12235 SW 105th Ter,Miami,33186,2/28/23,2,4,1700,9487,574000,6.04,4.57,2
14123 SW 129th Path,Miami,33186,2/28/23,3,5,2441,7661,790000,6.04,4.57,2
12370 SW 97th Ter,Miami,33186,2/24/23,3,5,3413,0.34,1050000,6.04,4.57,2
10118 SW 144th Ave,Miami,33186,2/24/23,2,4,1795,6644,510000,6.04,4.57,2
11222 SW 129th Ct,Miami,33186,2/24/23,3,3,1620,8800,678000,6.04,4.57,2
13040 SW 142nd Ter,Miami,33186,2/24/23,4,3,2663,5410,650000,6.04,4.57,2
12880 SW 132nd Ter,Miami,33186,2/24/23,2.5,3,1733,1498,480000,6.04,4.57,2
10849 SW 143rd Ct,Miami,33186,2/23/23,4,5,2476,5130,565000,6.04,4.57,2
14803 SW 139th Ct,Miami,33186,2/23/23,2,3,1704,5587,520000,6.04,4.57,2
14421 SW 142nd Ct,Miami,33186,2/23/23,2,3,1449,2812,426000,6.04,4.57,2
11031 SW 139th Ave,Miami,33186,2/22/23,2,4,2051,7501,640000,6.04,4.57,2
13424 SW 144th Ter,Miami,33186,2/22/23,2,3,1621,7727,575000,6.04,4.57,2
14300 SW 115th Ter,Miami,33186,2/21/23,4,4,2149,5000,690000,6.04,4.57,2
13500 SW 108th Street Cir N,Miami,33186,2/17/23,2,3,1505,4056,512000,6.04,4.57,2
14442 SW 111th St,Miami,33186,2/14/23,3,4,1931,5255,650000,6.04,4.57,2
10514 SW 132nd Ct,Miami,33186,2/14/23,3,4,2294,9430,605000,6.04,4.57,2
12340 SW 115th Ter,Miami,33186,2/14/23,2,2,1001,2238,385000,6.04,4.57,2
13034 SW 142nd St,Miami,33186,2/13/23,2,3,1668,7270,550000,6.04,4.57,2
12771 SW 107th St,Miami,33186,2/10/23,2,4,1987,0.28,660000,6.04,4.57,2
13615 SW 99th St,Miami,33186,2/8/23,2,3,1436,4500,561000,6.04,4.57,2
10320 SW 130th Ave,Miami,33186,2/7/23,2,3,1695,7800,585000,6.04,4.57,2
10632 SW 145th Ave,Miami,33186,2/7/23,4,4,1498,5280,560000,6.04,4.57,2
14803 SW 132nd Ave,Miami,33186,2/7/23,3,4,2399,5715,195100,6.04,4.57,2
12726 SW 100th Ter,Miami,33186,2/6/23,3,3,2039,8640,720000,6.04,4.57,2
9691 SW 119th Ct,Miami,33186,2/3/23,2,4,1963,8315,436700,6.04,4.57,2
14932 SW 143rd Ct,Miami,33186,2/3/23,2,3,1708,4400,470000,6.04,4.57,2
14944 SW 132nd Ave,Miami,33186,2/3/23,3,4,2878,10410,845000,6.04,4.57,2
13277 SW 146th St,Miami,33186,2/2/23,2,4,2200,0.38,551250,6.04,4.57,2
14514 SW 142 Place Cir,Miami,33186,1/31/23,3,3,1595,2660,65300,6.41,4.33,1
14201 SW 130th Ave,Miami,33186,1/31/23,4,3,2663,5359,700000,6.41,4.33,1
11914 SW 130th Ct,Miami,33186,1/30/23,2,4,1642,7768,595000,6.41,4.33,1
9641 W Calusa Club Dr,Miami,33186,1/27/23,3,5,3707,0.46,900000,6.41,4.33,1
14270 SW 107th Ter,Miami,33186,1/27/23,4,4,2537,9000,645000,6.41,4.33,1
12033 SW 110th Street Cir S,Miami,33186,1/27/23,2,3,1104,3950,430000,6.41,4.33,1
9726 SW 142nd Pl,Miami,33186,1/25/23,2.5,3,1794,2635,425000,6.41,4.33,1
12816 SW 136th Ter,Miami,33186,1/25/23,4,3,2663,8696,800000,6.41,4.33,1
10836 SW 142nd Pl,Miami,33186,1/23/23,4,4,2691,7500,750000,6.41,4.33,1
12210 SW 135th Ter,Miami,33186,1/23/23,3,4,2550,7949,681000,6.41,4.33,1
11601 SW 124th Ct,Miami,33186,1/20/23,2,3,1225,2944,400000,6.41,4.33,1
14626 SW 128 Court Rd,Miami,33186,1/20/23,2,3,1185,4002,450000,6.41,4.33,1
12336 SW 146th St,Miami,33186,1/17/23,2,3,1578,4063,470000,6.41,4.33,1
9740 W Calusa Club Dr,Miami,33186,1/13/23,2,4,2419,7800,819900,6.41,4.33,1
10781 SW 129th Ct,Miami,33186,1/10/23,2,3,1897,0.31,650000,6.41,4.33,1
11850 SW 99th Ln,Miami,33186,1/6/23,2,3,1628,1925,420000,6.41,4.33,1
9822 SW 145th Ct,Miami,33186,1/6/23,3,4,1580,9254,565000,6.41,4.33,1
11154 SW 145th Pl,Miami,33186,1/6/23,3,4,2197,9000,600000,6.41,4.33,1
10924 SW 134th Ct,Miami,33186,1/6/23,2,3,2023,5815,630000,6.41,4.33,1
12860 SW 149th St,Miami,33186,1/6/23,2,3,1726,7500,572000,6.41,4.33,1
12003 SW 110th Street Cir E,Miami,33186,1/5/23,2,3,1276,3149,429000,6.41,4.33,1
12321 SW 112th Ter,Miami,33186,1/5/23,2,3,1276,2713,389000,6.41,4.33,1
13299 SW 112th Ter #483,Miami,33186,1/4/23,2.5,3,1540,60,350000,6.41,4.33,1
10880 SW 117th Pl,Miami,33186,1/3/23,2,2,892,2374,275000,6.41,4.33,1
12608 SW 121st Ave,Miami,33186,1/3/23,2,3,1570,6859,525000,6.41,4.33,1
10301 SW 128th Ave,Miami,33186,12/30/22,2,4,2225,7522,312500,6.45,4.1,12
14449 SW 93rd Ter,Miami,33186,12/30/22,3,4,1510,6043,585000,6.45,4.1,12
14653 SW 141st Ct,Miami,33186,12/30/22,3,4,2330,0.31,690000,6.45,4.1,12
11211 SW 132nd Ct W,Miami,33186,12/28/22,3,3,1411,1411,395000,6.45,4.1,12
13286 SW 114th Ter,Miami,33186,12/28/22,3,2,1253,973,390000,6.45,4.1,12
12142 SW 123rd Ct,Miami,33186,12/28/22,2.5,3,1843,1742,500000,6.45,4.1,12
12201 SW 94th St,Miami,33186,12/23/22,2,3,1586,7974,660000,6.45,4.1,12
11995 SW 94th Ter,Miami,33186,12/22/22,2,3,1775,7566,800000,6.45,4.1,12
10244 SW 141st Ct,Miami,33186,12/22/22,3,4,1799,6332,630000,6.45,4.1,12
9563 SW 145th Ct,Miami,33186,12/22/22,2,3,1470,5555,485000,6.45,4.1,12
14632 SW 110th St,Miami,33186,12/22/22,2,4,1680,5200,435000,6.45,4.1,12
11836 SW 123rd Ave,Miami,33186,12/22/22,1,3,1015,2238,360000,6.45,4.1,12
14463 SW 138th Ct,Miami,33186,12/20/22,2,3,1453,4500,450000,6.45,4.1,12
13787 SW 114th Ter,Miami,33186,12/20/22,3,4,2290,1942,490000,6.45,4.1,12
13418 SW 136th Ter,Miami,33186,12/19/22,2,3,1431,7004,664500,6.45,4.1,12
12310 SW 124th Path,Miami,33186,12/15/22,2.5,3,1454,1430,440000,6.45,4.1,12
9040 SW 125th Ave #D110,Miami,33186,12/14/22,2,2,1200,871,329000,6.45,4.1,12
13427 SW 101st Ln,Miami,33186,12/14/22,2,2,1137,2208,380000,6.45,4.1,12
11559 SW 124th Ct,Miami,33186,12/14/22,2,2,1101,2240,383500,6.45,4.1,12
11753 SW 137th Path,Miami,33186,12/14/22,2.5,3,1732,1820,450000,6.45,4.1,12
15051 SW 136th Pl,Miami,33186,12/12/22,3,4,2586,9296,899000,6.45,4.1,12
12312 SW 122nd Ct,Miami,33186,12/9/22,3,4,2831,6366,799999,6.45,4.1,12
12480 SW 97th St,Miami,33186,12/8/22,4,5,4142,0.33,1300000,6.45,4.1,12
10311 SW 134th Ave,Miami,33186,12/8/22,2,3,2037,10001,144200,6.45,4.1,12
10465 SW 131st Ct,Miami,33186,12/8/22,3,3,1883,9539,575000,6.45,4.1,12
13278 SW 114th Ter,Miami,33186,12/8/22,2,3,1911,971,364000,6.45,4.1,12
11704 SW 123rd Ave,Miami,33186,12/8/22,2,3,1225,2961,440000,6.45,4.1,12
15100 SW 145th Ct,Miami,33186,12/8/22,3,5,2102,7500,668000,6.45,4.1,12
14357 SW 90th St,Miami,33186,12/7/22,3,4,1810,5033,600000,6.45,4.1,12
13721 SW 136th Pl,Miami,33186,12/7/22,3,3,1759,8398,614000,6.45,4.1,12
10500 SW 118th Ave,Miami,33186,12/6/22,2.5,3,1676,1803,555000,6.45,4.1,12
12842 SW 115th Ter,Miami,33186,12/5/22,2,3,1620,7500,665000,6.45,4.1,12
11303 SW 133rd Pl,Miami,33186,12/5/22,2,3,1327,2718,425000,6.45,4.1,12
15115 SW 140th Pl,Miami,33186,12/5/22,2,2,1249,5770,440500,6.45,4.1,12
12965 SW 133rd Ter,Miami,33186,12/5/22,2.5,3,1716,1800,450000,6.45,4.1,12
10101 SW 124th Ave,Miami,33186,12/2/22,3,5,3206,1.16,1100000,6.45,4.1,12
14574 SW 98th Ter,Miami,33186,12/2/22,3,4,1755,5625,580000,6.45,4.1,12
11901 SW 123rd Pl,Miami,33186,12/2/22,2,3,1225,2713,435000,6.45,4.1,12
12425 SW 143rd Ln,Miami,33186,12/2/22,2.5,4,2553,8829,166700,6.45,4.1,12
12175 SW 124th Ct,Miami,33186,12/2/22,2,4,1793,1430,475000,6.45,4.1,12
11760 SW 94th St,Miami,33186,12/1/22,3,5,1729,5867,625000,6.45,4.1,12
14543 SW 142 Court Cir,Miami,33186,12/1/22,2,3,1546,2813,395000,6.45,4.1,12
13412 SW 144th Ter,Miami,33186,12/1/22,3,5,2550,7727,625000,6.45,4.1,12
13254 SW 144th Ter,Miami,33186,12/1/22,2,4,2404,0.25,680000,6.45,4.1,12
11710 SW 94th St,Miami,33186,11/30/22,3,4,2322,6659,750000,7.11,3.78,11
11021 SW 142nd Pl,Miami,33186,11/30/22,2,3,1270,4015,450000,7.11,3.78,11
10912 SW 134th Pl,Miami,33186,11/30/22,2,3,1505,4391,540000,7.11,3.78,11
12720 SW 107th Ter,Miami,33186,11/30/22,2,3,1900,7500,590000,7.11,3.78,11
12210 SW 103rd Ter,Miami,33186,11/22/22,4,4,3339,0.35,1625000,7.11,3.78,11
14509 SW 139th Avenue Cir W,Miami,33186,11/21/22,2,3,1515,4020,460000,7.11,3.78,11
13705 SW 101st Ter,Miami,33186,11/18/22,2,4,1491,2375,510000,7.11,3.78,11
58-37 Waldron Street,Corona,11368,2/15/24,6,6,3980,3000,1115000,3.1,5.33,2
110-44 Corona Avenue,Flushing,11368,2/12/24,7,9,4590,1920,1100000,3.1,5.33,2
108-34 50th Avenue,Flushing,11368,2/6/24,2,6,1890,2500,998000,3.1,5.33,2
10440 Alstyne Ave,Flushing,11368,1/26/24,2,2,1162,2450,870000,3.09,5.33,1
99-02 Christie Avenue UNIT 1A,Flushing,11368,1/10/24,1,1,597,0.78,325000,3.09,5.33,1
5503 102nd St,Flushing,11368,12/15/23,3,8,3000,1890,1150000,3.35,5.33,12
11129 41st Ave,Flushing,11368,12/29/23,2,4,1548,2500,840000,3.35,5.33,12
5312 96th St,Flushing,11368,12/27/23,3,8,2200,2100,970000,3.35,5.33,12
9607 46th Ave,Flushing,11368,12/22/23,2,6,1748,2500,947000,3.35,5.33,12
108-79 41st Avenue,Corona,11368,12/18/23,3,5,2168,2500,1240000,3.35,5.33,12
96-07 46th Avenue,Corona,11368,12/11/23,2,6,1748,2500,947000,3.35,5.33,12
10428 Roosevelt Ave,Flushing,11368,11/21/23,2,5,2304,1650,1300000,3.14,5.33,11
10603 Otis Ave,Flushing,11368,11/16/23,3,6,2480,1120,906000,3.14,5.33,11
55-01 96th Street,Flushing,11368,11/9/23,6,7,3000,2000,1500000,3.14,5.33,11
10851 52nd Ave,Corona,11368,11/8/23,2,6,2000,2613,960000,3.14,5.33,11
3716 101st St,Flushing,11368,11/6/23,2,7,2192,2840,1380000,3.14,5.33,11
108-19 35th Avenue,Corona,11368,11/3/23,6,5,2116,2000,1270000,3.14,5.33,11
50-40 96th Street,Corona,11368,10/30/23,5,5,3500,3500,1000000,3.24,5.33,10
10829 Roosevelt Ave,Flushing,11368,10/18/23,3,6,1181,871.2,1271416,3.24,5.33,10
9808 34th Ave,Flushing,11368,10/16/23,3,5,2456,2600,750000,3.24,5.33,10
3348 101st St,Flushing,11368,10/11/23,3,5,1920,2000,990000,3.24,5.33,10
57-69 Xenia Street,Flushing,11368,9/29/23,2,3,925,2000,745000,3.7,5.33,9
10449 38th Ave,Flushing,11368,9/22/23,2,7,3125,3125,990000,3.7,5.33,9
33-19 99th Street,Flushing,11368,9/20/23,3,7,2480,2811,890000,3.7,5.33,9
37-26 112th Street,Flushing,11368,9/20/23,2,4,1476,1113,1125000,3.7,5.33,9
54-13 102 Street,Flushing,11368,9/20/23,5,8,4000,1278,1480000,3.7,5.33,9
3329 104th St,Flushing,11368,9/7/23,3,5,2000,2178,829000,3.7,5.33,9
98-08 34th Avenue,Corona,11368,8/31/23,3,6,2456,2600,750000,3.67,5.33,8
11113 39th Ave,Flushing,11368,8/22/23,2,5,3125,3125,10,3.67,5.33,8
102-20 45th Avenue,Corona,11368,8/15/23,3,6,1680,2500,960000,3.67,5.33,8
10869 53rd Ave,Flushing,11368,8/11/23,7,11,3677,2025,1580000,3.67,5.33,8
11219 39th Ave #4B,Flushing,11368,8/4/23,1.5,2,751,3125,413000,3.67,5.33,8
108-69 53rd Avenue,Corona,11368,8/3/23,7,11,3877,2025,1580000,3.67,5.33,8
10002 37th Ave,Flushing,11368,7/31/23,5,10,2220,2219,1080000,3.18,5.12,7
11024 55th Ave,Flushing,11368,7/27/23,5,9,3240,2000,1500000,3.18,5.12,7
4309 104 Street,Flushing,11368,7/26/23,2,8,2600,2500,940000,3.18,5.12,7
104-49 46th Avenue,Corona,11368,7/24/23,2,3,1068,2000,720000,3.18,5.12,7
10858 52nd Ave,Flushing,11368,7/17/23,3,7,1600,2500,1150000,3.18,5.12,7
11236 38th Ave,Flushing,11368,7/14/23,3,8,3125,3125,880000,3.18,5.12,7
5412 111th St,Corona,11368,7/11/23,2,4,3391,2900,1200000,3.18,5.12,7
110-24 55th Avenue,Corona,11368,7/11/23,5,9,3240,2000,1500000,3.18,5.12,7
48-19 98th Street,Flushing,11368,7/6/23,3,4,2284,1908,1049000,3.18,5.12,7
108-58 52nd Avenue,Corona,11368,7/5/23,3,7,1600,2500,1150000,3.18,5.12,7
5516 108th St,Flushing,11368,7/3/23,1,2,1000,3499,1200000,3.18,5.12,7
45-07 97th Pl,Flushing,11368,6/28/23,3,4,1664,2178,890000,2.97,5.08,6
108-43 43rd Avenue,Corona,11368,6/28/23,3,7,2320,2178,1430000,2.97,5.08,6
4717 104th St,Flushing,11368,6/15/23,3,3,1700,2500,1100000,2.97,5.08,6
34-30 112th Street,Corona,11368,6/15/23,3,4,1850,2178,1120000,2.97,5.08,6
50-32 97th Street,Corona,11368,6/14/23,7,10,3528,2178,1850000,2.97,5.08,6
3475 111th St,Flushing,11368,6/9/23,6,12,3768,2535,1325000,2.97,5.08,6
10318 Martense Ave,Flushing,11368,6/5/23,2,3,2311,2311,10,2.97,5.08,6
10005 37th Ave APT 2A,Flushing,11368,5/30/23,1,2,770,5000,438000,4.05,5.06,5
40-48 100th Street,Corona,11368,5/24/23,4,9,2804,2178,1300000,4.05,5.06,5
56-33 Waldron Street,Flushing,11368,5/23/23,3,9,2000,2178,1235000,4.05,5.06,5
100-05 37th Avenue UNIT 2A,Corona,11368,5/11/23,1,2,770,4791.6,438000,4.05,5.06,5
35-45 99th Street,Corona,11368,4/28/23,3,7,1952,2613.6,1210000,4.93,4.83,4
5718 Waldron St,Flushing,11368,4/27/23,2,5,1744,2500,890000,4.93,4.83,4
5520 98th St,Flushing,11368,4/20/23,2,3,3102,2000,330000,4.93,4.83,4
4714 Junction Blvd,Corona,11368,4/20/23,2,3,1284,2083,200000,4.93,4.83,4
104-53 39th Avenue,Corona,11368,4/20/23,2,5,1616,3049.2,900789,4.93,4.83,4
3763 100th Street,Flushing,11368,4/19/23,4,9,2192,2613.6,1450000,4.93,4.83,4
57-18 Waldron Street,Corona,11368,4/7/23,2,5,1744,2613.6,890000,4.93,4.83,4
9811 34th Ave,Flushing,11368,3/9/23,2,5,1856,2500,750000,4.98,4.65,3
10817 36th Ave,Flushing,11368,2/21/23,3,7,1891,2400,180000,6.04,4.57,2
10607 Northern Blvd #5B,Flushing,11368,2/21/23,2,2,1048,6148,530000,6.04,4.57,2
4712 99th St,Flushing,11368,2/9/23,3,3,1338,1359,722000,6.04,4.57,2
5631 Van Doren St,Flushing,11368,2/8/23,1,4,4487,4487,1230000,6.04,4.57,2
37-78 103rd Street,Corona,11368,2/6/23,2,5,2706,1733,1610000,6.04,4.57,2
10856 50th Ave,Flushing,11368,2/2/23,5,8,3600,2221,1320814,6.04,4.57,2
10441 37th Rd,Flushing,11368,1/25/23,3,4,1514,1575,980000,6.41,4.33,1
5803 Waldron St,Flushing,11368,1/19/23,2,3,1000,2500,1450000,6.41,4.33,1
4052 Junction Blvd,Flushing,11368,1/17/23,8,4,3600,2375,2900000,6.41,4.33,1
49-05 & 07 104 Street,Corona,11368,1/11/23,5,7,3600,2178,1590000,6.41,4.33,1
10111 Martense Ave,Flushing,11368,1/6/23,1,3,1370,1900,765000,6.41,4.33,1
3511 98th St,Flushing,11368,12/28/22,4,6,3700,3700,1250000,6.45,4.1,12
3751 108th St,Flushing,11368,12/15/22,7,11,4840,2100,1950000,6.45,4.1,12
37-51 108th Street,Corona,11368,12/8/22,7,11,4840,2178,1950000,6.45,4.1,12
40-51 97th Street,Corona,11368,12/8/22,3,6,2332,3049.2,1150000,6.45,4.1,12
5611 Waldron St,Flushing,11368,11/29/22,2,5,1978,1742.4,860000,7.11,3.78,11
5733 Xenia St,Flushing,11368,11/14/22,2,3,1300,2683,10,7.11,3.78,11
108-31 50th Avenue UNIT 2A,Corona,11368,11/3/22,2,2,865,4356,585000,7.11,3.78,11
9723 Alstyne Ave,Flushing,11368,11/1/22,2,8,1872,2400,1180000,7.11,3.78,11
35-07 100 Street,Flushing,11368,10/31/22,2,6,2854,3049.2,775000,7.75,3.08,10
5729 Van Doren St,Corona,11368,10/28/22,8,10,3948,2500,150000,7.75,3.08,10
108-70 48th Avenue,Corona,11368,10/28/22,1,1,2000,2178,1550000,7.75,3.08,10
4501 98th St,Flushing,11368,10/26/22,2,5,1752,1400,998000,7.75,3.08,10
97-23 Alstyne Avenue,Corona,11368,10/19/22,2,8,1872,2400,1180000,7.75,3.08,10
3543 97th St,Flushing,11368,10/18/22,6,7,4160,2500,1400000,7.75,3.08,10
105-07 Martense Avenue,Flushing,11368,10/14/22,2,6,1976,1742.4,920000,7.75,3.08,10
104-47 47 Avenue,Flushing,11368,10/14/22,3,7,3432,2613.6,1620000,7.75,3.08,10
35-33 99th Street,Corona,11368,10/13/22,2,5,1648,2613.6,969000,7.75,3.08,10
108-53 43rd Avenue UNIT 1F,Corona,11368,10/5/22,6,6,4125,2613.6,1100000,7.75,3.08,10
55-29 96th St,Flushing,11368,9/29/22,2,5,1321,3484.8,1150000,8.2,2.56,9
57-14 Xenia Street,Flushing,11368,9/21/22,5,9,4100,2178,1930000,8.2,2.56,9
111-10 37th Avenue,Corona,11368,9/20/22,3,7,2920,1306.8,1500000,8.2,2.56,9
10821 37th Dr,Flushing,11368,9/9/22,1,4,975,1875,795000,8.2,2.56,9
3416 111th St,Flushing,11368,9/7/22,3,3,1264,2000,1125000,8.2,2.56,9
10948 Corona Ave,Flushing,11368,9/2/22,5,8,3350,1968,1720000,8.2,2.56,9
10939 46th Ave,Flushing,11368,9/2/22,5,6,2880,1300,886320,8.2,2.56,9
4203 111th St,Flushing,11368,8/29/22,2,7,2160,2500,1300000,8.26,2.33,8
10859 49th Ave,Flushing,11368,8/25/22,2,6,1350,5000,820000,8.26,2.33,8
3514 97th St,Flushing,11368,8/24/22,2,5,1500,2100,910000,8.26,2.33,8
3741 97th St,Flushing,11368,8/24/22,3,5,2500,2500,970000,8.26,2.33,8
4048 Junction Blvd,Flushing,11368,8/17/22,2.5,4,2680,2463,1301000,8.26,2.33,8
3529 101st St,Flushing,11368,8/17/22,2,6,1872,2099,750000,8.26,2.33,8
4009 97th St,Flushing,11368,8/16/22,2,4,1964,2374,1125000,8.26,2.33,8
50-21 102 Street,Flushing,11368,8/16/22,2,4,1661,1742.4,812000,8.26,2.33,8
11111 43rd Ave,Flushing,11368,8/16/22,3,6,2004,3920,1120075,8.26,2.33,8
4029 102nd St,Flushing,11368,8/15/22,6,6,3084,1742,850000,8.26,2.33,8
108-21 37th Drive,Corona,11368,8/15/22,3,3,975,1742.4,795000,8.26,2.33,8
34-22 110 Street,Flushing,11368,8/12/22,2,4,2200,3049.2,1189000,8.26,2.33,8
50-32 102 Street,Flushing,11368,8/10/22,5,6,3300,2178,1620000,8.26,2.33,8
4044 100th St,Flushing,11368,8/8/22,3,5,2644,2027,1285000,8.26,2.33,8
5812 Van Cleef St,Flushing,11368,8/8/22,2,3,1756,1900,900000,8.26,2.33,8
3313 102nd St,Corona,11368,8/5/22,4,7,3594,3998,1300000,8.26,2.33,8
37-41 97th Street,Corona,11368,8/5/22,1,2,1956,2613.6,999000,8.26,2.33,8
108-26 42nd Avenue,Corona,11368,8/5/22,5,7,3200,2178,1635000,8.26,2.33,8
40-44 100th Street,Corona,11368,8/2/22,3,5,2644,2178,1285000,8.26,2.33,8
40-09 97th Street,Corona,11368,7/25/22,2,5,1964,2178,1125000,8.52,1.68,7
10837 37th Dr,Flushing,11368,7/20/22,2,6,1125,1049,680000,8.52,1.68,7
4719 98th St,Flushing,11368,7/19/22,4,8,2022,2000,919000,8.52,1.68,7
10236 47th Ave,Flushing,11368,7/18/22,1,4,2240,2500,98000,8.52,1.68,7
4113 111th St,Flushing,11368,7/18/22,3,6,1800,2900,1235000,8.52,1.68,7
9718 43rd Ave,Flushing,11368,7/15/22,3,4,1884,2500,10,8.52,1.68,7
3509 108th St,Flushing,11368,7/13/22,3,5,1850,2548,1100000,8.52,1.68,7
3725 103rd St,Flushing,11368,7/13/22,4,7,2360,2500,1325000,8.52,1.68,7
5527 97th Place,Flushing,11368,7/13/22,3,6,1800,2178,1070000,8.52,1.68,7
5712 Xenia St,Flushing,11368,7/11/22,3,6,1792,1790,900000,8.52,1.68,7
10426 47th Ave,Flushing,11368,7/8/22,4,8,1960,2500,1290000,8.52,1.68,7
10818 34th Ave,Flushing,11368,7/7/22,3,3,1383,2042,621000,8.52,1.68,7
10819 53rd Ave,Flushing,11368,7/7/22,3,7,2153,2500,1220000,8.52,1.68,7
11157 41st Ave,Flushing,11368,7/7/22,1,2,724,2500,660000,8.52,1.68,7
3721 100th St,Flushing,11368,7/6/22,5,7,2192,2818,990000,8.52,1.68,7
5524 98th St,Flushing,11368,7/5/22,2,4,1280,2000,1560000,8.52,1.68,7
